HOLEID,HOLEID_LATITUDE,HOLEID_LONGITUDE,PROJECTCODE,EAST,NORTH,RL,DEPTH,TENEMENTID,PROSPECT,STARTDATE,ENDDATE,DDHName,PlannedHoleID,Geologist1,Geologist2,DrillholeStatus,HolePurposeComment,HoleGeneralComment,Drillhole_Coordinateset_D,Drillhole_Best_X_D,Drillhole_Best_Y_D,Drillhole_Best_Z_D,MapSection,LocationGridName,XGridLine,YGridLine,BestGridName_D,WedgeHole,StartDrillingDepth
CIG____58___,58.07221236,-104.5310185,WCI,527666,6436845,500.3,492.7,ML 5463,CIGAR,01-juil-83,06-juil-83,WDG1_058,,J. Learn,P. Bruneton,Complete,,,NAD83_UTMZ13N_LEGACY,527666,6436845,500.3,074I02,DG1,L11+54E,L1+46N,NAD83_UTMZ13N,,
CIG____58_A_,58.07221236,-104.5310185,WCI,527666,6436845,500.3,492.6,ML 5463,CIGAR,15-juil-83,20-juil-83,WDG1_058A,,P. Bruneton,P. Bruneton,Complete,,,NAD83_UTMZ13N_LEGACY,527666,6436845,500.3,074I02,DG1,L11+54E,L1+46N,NAD83_UTMZ13N,,
CIG____59___,58.07186232,-104.5310909,WCI,527662,6436806,502.7,495.6,ML 5463,CIGAR,06-juil-83,10-juil-83,WDG1_059,,R. St-Jean,R. St-Jean,Complete,,,NAD83_UTMZ13N_LEGACY,527662,6436806,502.7,074I02,DG1,L11+50E,L1+05N,NAD83_UTMZ13N,,
CIG____59_A_,58.07186232,-104.5310909,WCI,527662,6436806,502.7,486.5,ML 5463,CIGAR,10-juil-83,13-juil-83,WDG1_059A,,P. Bruneton,P. Bruneton,Complete,,u low flux probing data from WDG1-59A neural log,NAD83_UTMZ13N_LEGACY,527662,6436806,502.7,074I02,DG1,L11+50E,L1+05N,NAD83_UTMZ13N,,
CIG____60___,58.07153945,-104.5361298,WCI,527365,6436768,481.7,495.6,ML 5463,CIGAR,08-juil-83,12-juil-83,WDG1_060,,R. St-Jean,R. St-Jean,Complete,,,NAD83_UTMZ13N_LEGACY,527365,6436768,481.7,074I02,DG1,L8+53E,L0+66N,NAD83_UTMZ13N,,
CIG____61___,58.0709356,-104.5480547,WCI,526662,6436696,486.1,498.7,ML 5463,CIGAR,10-juil-83,14-juil-83,WDG1_061,,D.Chainey,D.Chainey,Complete,,,NAD83_UTMZ13N_LEGACY,526662,6436696,486.1,074I02,DG1,L1+50E,L0+05S,NAD83_UTMZ13N,,
CIG____62___,58.07067439,-104.5378362,WCI,527265,6436671,487.7,496.8,ML 5463,CIGAR,13-juil-83,18-juil-83,WDG1_062,,P. Bruneton,P. Bruneton,Complete,,,NAD83_UTMZ13N_LEGACY,527265,6436671,487.7,074I02,DG1,L7+53E,L0+31S,NAD83_UTMZ13N,,
CIG____63___,58.07206265,-104.5293931,WCI,527762,6436829,497.1,486.5,ML 5463,CIGAR EAST,14-juil-83,19-juil-83,WDG1_063,,D.Chainey,D. Laidlaw,Complete,,,NAD83_UTMZ13N_LEGACY,527762,6436829,497.1,074I02,DG1,L12+51E,L1+28N,NAD83_UTMZ13N,,
CIG____64___,58.07076489,-104.5480399,WCI,526663,6436677,485.7,517,ML 5463,CIGAR,15-juil-83,20-juil-83,WDG1_064,,D.Chainey,D. Laidlaw,Complete,,,NAD83_UTMZ13N_LEGACY,526663,6436677,485.7,074I02,DG1,L1+50E,L0+23S,NAD83_UTMZ13N,,
CIG____65___,58.07138587,-104.5408444,WCI,527087,6436749,491.9,477.3,ML 5463,CIGAR,19-juil-83,23-juil-83,WDG1_065,,D. Laidlaw,P. Bruneton,Complete,,,NAD83_UTMZ13N_LEGACY,527087,6436749,491.9,074I02,DG1,L5+74E,L0+46N,NAD83_UTMZ13N,,
CIG____66___,58.07225126,-104.5293906,WCI,527762,6436850,495.6,474.3,ML 5463,CIGAR EAST,20-juil-83,24-juil-83,WDG1_066,,R. St-Jean,R. St-Jean,Complete,,,NAD83_UTMZ13N_LEGACY,527762,6436850,495.6,074I02,DG1,L12+50E,L1+48N,NAD83_UTMZ13N,,
CIG____67___,58.07162367,-104.5370611,WCI,527310,6436777,483.9,477.3,ML 5463,CIGAR,21-juil-83,29-juil-83,WDG1_067,,J. Learn,D. Laidlaw,Complete,,,NAD83_UTMZ13N_LEGACY,527310,6436777,483.9,074I02,DG1,L8+01E,L0+75N,NAD83_UTMZ13N,,
CIG____68___,58.07111523,-104.5480524,WCI,526662,6436716,486.9,489.6,ML 5463,CIGAR,21-juil-83,26-juil-83,WDG1_068,,R. St-Jean,D. Laidlaw,Complete,,,NAD83_UTMZ13N_LEGACY,526662,6436716,486.9,074I02,DG1,L1+50E,L0+15N,NAD83_UTMZ13N,,
CIG____69___,58.07126792,-104.5480505,WCI,526662,6436733,487,495.6,ML 5463,CIGAR,27-juil-83,31-juil-83,WDG1_069,,D. Laidlaw,P. Bruneton,Complete,,,NAD83_UTMZ13N_LEGACY,526662,6436733,487,074I02,DG1,L1+50E,L0+32N,NAD83_UTMZ13N,,
CIG____70___,58.0712245,-104.5409313,WCI,527082,6436731,491.3,521.8,ML 5463,CIGAR,24-juil-83,01-Aug-1983,WDG1_070,,D. Laidlaw,J. Learn,Complete,,,NAD83_UTMZ13N_LEGACY,527082,6436731,491.3,074I02,DG1,L5+70E,L0+28N,NAD83_UTMZ13N,,
CIG____71___,58.07176442,-104.5387206,WCI,527212,6436792,487.3,489.5,ML 5463,CIGAR,29-juil-83,04-Aug-1983,WDG1_071,,D. Laidlaw,J. Learn,Complete,,,NAD83_UTMZ13N_LEGACY,527212,6436792,487.3,074I02,DG1,L7+00E,L0+90N,NAD83_UTMZ13N,,
CIG____72___,58.0723772,-104.5294398,WCI,527759,6436864,493.2,484,ML 5463,CIGAR EAST,25-juil-83,02-Aug-1983,WDG1_072,,P. Bruneton,P. Bruneton,Complete,,,NAD83_UTMZ13N_LEGACY,527759,6436864,493.2,074I02,DG1,L12+49E,L1+64N,NAD83_UTMZ13N,,
CIG____73___,58.07086114,-104.5448009,WCI,526854,6436689,489.7,495.6,ML 5463,CIGAR,01-Aug-1983,05-Aug-1983,WDG1_073,,D.Chainey,D. Laidlaw,Complete,,,NAD83_UTMZ13N_LEGACY,526854,6436689,489.7,074I02,DG1,L3+42E,L0+11S,NAD83_UTMZ13N,,
CIG____74___,58.071871,-104.5408721,WCI,527085,6436803,494,498.2,ML 5463,CIGAR,02-Aug-1983,07-Aug-1983,WDG1_074,,D.Chainey,D. Laidlaw,Complete,,,NAD83_UTMZ13N_LEGACY,527085,6436803,494,074I02,DG1,L5+74E,L1+00N,NAD83_UTMZ13N,,
CIG____75___,58.07158786,-104.5395705,WCI,527162,6436772,487.9,474.3,ML 5463,CIGAR,04-Aug-1983,17-Aug-1983,WDG1_075,,D.Chainey,D. Laidlaw,Complete,,A radiometric query conducted and indicates a 65.9m offset in the gamma peak and u low-flux peak. The offset actually represents different hits with the gamma peak indicating a throrium spike and the low-flux peak indicative of uranium spike.,NAD83_UTMZ13N_LEGACY,527162,6436772,487.9,074I02,DG1,L6+50E,L0+70N,NAD83_UTMZ13N,,
CIG____76___,58.07162521,-104.5374849,WCI,527285,6436777,486.1,462.1,ML 5463,CIGAR,03-Aug-1983,17-Aug-1983,WDG1_076,,P. Bruneton,P. Bruneton,Complete,,Low-flux data not available on logging sheet. Where large low-flux peaks occurs (6000cps) seam that gamma values were over saturated generating false values (200cps). From 454.9-457.4m very questionable data-see low flux values.,NAD83_UTMZ13N_LEGACY,527285,6436777,486.1,074I02,DG1,L7+74E,L0+74N,NAD83_UTMZ13N,,
CIG____77___,58.0715999,-104.5404179,WCI,527112,6436773,492.1,474.3,ML 5463,CIGAR,06-Aug-1983,11-Aug-1983,WDG1_077,,D.Chainey,D. Laidlaw,Complete,,,NAD83_UTMZ13N_LEGACY,527112,6436773,492.1,074I02,DG1,L6+00E,L0+71N,NAD83_UTMZ13N,,
CIG____78___,58.07171837,-104.540891,WCI,527084,6436786,494,477.32,ML 5463,CIGAR,07-Aug-1983,13-Aug-1983,WDG1_078,,D.Chainey,D. Laidlaw,Complete,,,NAD83_UTMZ13N_LEGACY,527084,6436786,494,074I02,DG1,L5+72E,L0+86N,NAD83_UTMZ13N,,
CIG____79___,58.07193833,-104.5396168,WCI,527159,6436811,489,462.3,ML 5463,CIGAR,11-Aug-1983,16-Aug-1983,WDG1_079,,D.Chainey,D.Chainey,Complete,,,NAD83_UTMZ13N_LEGACY,527159,6436811,489,074I02,DG1,L6+49E,L1+10N,NAD83_UTMZ13N,,
CIG____80___,58.07122853,-104.5395581,WCI,527163,6436732,490.6,468.2,ML 5463,CIGAR,13-Aug-1983,18-Aug-1983,WDG1_080,,K. Miller,J. Learn,Complete,,,NAD83_UTMZ13N_LEGACY,527163,6436732,490.6,074I02,DG1,L6+50E,L0+31N,NAD83_UTMZ13N,,
CIG____81___,58.0721179,-104.5395975,WCI,527160,6436831,490.4,495.6,ML 5463,CIGAR,17-Aug-1983,23-Aug-1983,WDG1_081,,D.Chainey,D.Chainey,Complete,,,NAD83_UTMZ13N_LEGACY,527160,6436831,490.4,074I02,DG1,L6+48E,L1+29N,NAD83_UTMZ13N,,
CIG____82___,58.07229029,-104.5375966,WCI,527277.9,6436851,490,33.5,ML 5463,CIGAR,01-Aug-1983,02-Aug-1983,WDG1_082,,,,Complete,Abandoned; stopped at bedrock,,NAD83_UTMZ13N_LEGACY,527277.9,6436851,490,074I02,DG1,L7+59E,L1+53N,NAD83_UTMZ13N,,
CIG____83___,58.07936564,-104.5386344,WCI,527211.3,6437638.3,458.1,477.3,ML 5463,TIBIA LAKE,17-Aug-1983,22-Aug-1983,WQS2_083,,A. Morin,K. Miller,Complete,,Database included u low-flux. But does not belong for this hole. U low-flux removed from database.,NAD83_UTMZ13N_LEGACY,527211.3,6437638.3,458.1,074I02,QS2,L0+06E,L4+00N,NAD83_UTMZ13N,,
CIG____84___,58.08063655,-104.5501754,WCI,526529.7,6437775.2,502.5,535.2,ML 5463,TIBIA LAKE,18-Aug-1983,25-Aug-1983,WQS2_084,,J. Beaudin,J. Beaudin,Complete,,,NAD83_UTMZ13N_LEGACY,526529.7,6437775.2,502.5,074I02,QS2,L0+00S,L0+18W,NAD83_UTMZ13N,,
CIG____85___,58.07154086,-104.5367655,WCI,527327.5,6436767.9,483,473.1,ML 5463,CIGAR,20-Aug-1983,24-Aug-1983,WDG1-085,,K. Miller,R. St-Jean,Complete,,,NAD83_UTMZ13N_LEGACY,527327.5,6436767.9,483,074I02,DG1,L8+18E,L0+66N,NAD83_UTMZ13N,,
CIG____86___,58.07950961,-104.5389513,WCI,527192.5,6437654.2,462.6,460.6,ML 5463,TIBIA LAKE,22-Aug-1983,27-Aug-1983,WQS2_086,,D.Chainey,D. Laidlaw,Complete,,,NAD83_UTMZ13N_LEGACY,527192.5,6437654.2,462.6,074I02,QS2,L5+26E,L3+97N,NAD83_UTMZ13N,,
CIG____87___,58.07157801,-104.5400774,WCI,527132.1,6436770.7,490.2,471.2,ML 5463,CIGAR,23-Aug-1983,28-Aug-1983,WDG1_087,,J. Beaudin,P. Bruneton,Complete,,,NAD83_UTMZ13N_LEGACY,527132.1,6436770.7,490.2,074I02,DG1,L6+20E,L0+70N,NAD83_UTMZ13N,,
CIG____88___,58.08036534,-104.5496786,WCI,526559.2,6437745.2,501.7,571.8,ML 5463,TIBIA LAKE,25-Aug-1983,01-sept-83,WQS2_088,,D. Laidlaw,J. Beaudin,Complete,,,NAD83_UTMZ13N_LEGACY,526559.2,6437745.2,501.7,074I02,QS2,L0+24E,L0+00S,NAD83_UTMZ13N,,
CIG____89___,58.07157844,-104.539201,WCI,527183.8,6436771.1,487.7,477.3,ML 5463,CIGAR,29-Aug-1983,02-sept-83,WDG1_089,,R. St-Jean,R. St-Jean,Complete,,,NAD83_UTMZ13N_LEGACY,527183.8,6436771.1,487.7,074I02,DG1,L6+72E,L0+70N,NAD83_UTMZ13N,,
CIG____90___,58.07161109,-104.5387921,WCI,527207.9,6436774.9,487.8,462.1,ML 5463,CIGAR,25-Aug-1983,29-Aug-1983,WDG1_090,,J. Beaudin,D.Chainey,Complete,,A radiometric query conducted and indicates a 119.4m offset in the gamma peak and u low-flux peak. The offset actually represents different hits with the gamma peak indicating a throrium spike and the low-flux peak indicative of uranium spike.,NAD83_UTMZ13N_LEGACY,527207.9,6436774.9,487.8,074I02,DG1,L6+96E,L0+73N,NAD83_UTMZ13N,,
CIG____91___,58.07156517,-104.5382655,WCI,527239,6436770,486.8,452.6,ML 5463,CIGAR,01-sept-83,06-sept-83,WDG1_091,,P. Bruneton,P. Bruneton,Complete,,,NAD83_UTMZ13N_LEGACY,527239,6436770,486.8,074I02,DG1,L7+28E,L0+69N,NAD83_UTMZ13N,,
CIG____92___,58.07115027,-104.5328632,WCI,527558,6436726,503.6,480.4,ML 5463,CIGAR,02-sept-83,07-sept-83,WDG1_092,,J. Beaudin,J. Beaudin,Complete,,,NAD83_UTMZ13N_LEGACY,527558,6436726,503.6,074I02,DG1,L10+47E,L0+26N,NAD83_UTMZ13N,,
CIG____93___,58.07098872,-104.5328992,WCI,527556,6436708,503.8,169.5,ML 5463,CIGAR,07-Feb-1984,14-Feb-1984,WDG1_093,,D.Chainey,D.Chainey,Complete,,,NAD83_UTMZ13N_LEGACY,527556,6436708,503.8,074I02,DG1,L10+45E,L0+07N,NAD83_UTMZ13N,,
CIG____93_A_,58.07098872,-104.5328992,WCI,527556,6436708,503.8,497.4,ML 5463,CIGAR,14-Feb-1984,23-Feb-1984,WDG1_093A,,D. Laidlaw,P. Bruneton,Complete,,,NAD83_UTMZ13N_LEGACY,527556,6436708,503.8,074I02,DG1,L10+45E,L0+07N,NAD83_UTMZ13N,,
CIG____94___,58.07164497,-104.5429601,WCI,526962,6436777,496.6,346.9,ML 5463,CIGAR,09-Feb-1984,17-Feb-1984,WDG1_094,,J. Learn,J. Learn,Complete,,,NAD83_UTMZ13N_LEGACY,526962,6436777,496.6,074I02,DG1,L4+50E,L0+75N,NAD83_UTMZ13N,,
CIG____94_A_,58.07164497,-104.5429601,WCI,526962,6436777,496.6,454.6,ML 5463,CIGAR,17-Feb-1984,27-Feb-1984,WDG1_094A,,J. Learn,J. Beaudin,Complete,,Due to descrepancies in gamma and low-flux data: gamma values deleted from 400.7 to 402.3m because gamma readings were 0cps within depth interval. Low-flux values deleted from 435.2 to 441.7m because low-flux values averaged 1000cps and did not correlate with geology and radiometric log. Max depth of hole states 454.6 m but logging sheet indicates a max depth of 443.2m due to the breaking of rods and hole (94-B) redrilled.,NAD83_UTMZ13N_LEGACY,526962,6436777,496.6,074I02,DG1,L4+50E,L0+75N,NAD83_UTMZ13N,,
CIG____94_B_,58.07164497,-104.5429601,WCI,526962,6436777,496.6,443.2,ML 5463,CIGAR,27-Feb-1984,29-Feb-1984,WDG1_094B,,J. Beaudin,J. Beaudin,Complete,,No 1:200 log; only 1:50 mineralized description.,NAD83_UTMZ13N_LEGACY,526962,6436777,496.6,074I02,DG1,L4+50E,L0+75N,NAD83_UTMZ13N,,
CIG____95___,58.07046219,-104.5590621,WCI,526013,6436639,466.7,446.5,ML 5463,CIGAR,09-Feb-1984,20-Feb-1984,WDG1_095,,J. Beaudin,J. Learn,Complete,,,NAD83_UTMZ13N_LEGACY,526013,6436639,466.7,074I02,DG1,L5+00W,L0+60S,NAD83_UTMZ13N,,
CIG____96___,58.07020172,-104.5590653,WCI,526013,6436610,466.4,435.6,ML 5463,CIGAR,20-Feb-1984,29-Feb-1984,WDG1_096,,J. Learn,D. Laidlaw,Complete,,,NAD83_UTMZ13N_LEGACY,526013,6436610,466.4,074I02,DG1,L4+99W,L0+90S,NAD83_UTMZ13N,,
CIG____97___,58.07089956,-104.5556833,WCI,526212,6436689,464.6,446.6,ML 5463,CIGAR,01-mars-84,07-mars-84,WDG1_097,,D.Chainey,D.Chainey,Complete,,,NAD83_UTMZ13N_LEGACY,526212,6436689,464.6,074I02,DG1,L3+01W,L0+12S,NAD83_UTMZ13N,,
CIG____98___,58.07079979,-104.5328169,WCI,527561,6436687,504.6,520,ML 5463,CIGAR,23-Feb-1984,01-mars-84,WDG1_098,,J. Learn,P. Bruneton,Complete,,,NAD83_UTMZ13N_LEGACY,527561,6436687,504.6,074I02,DG1,L10+49E,L0+13S,NAD83_UTMZ13N,,
CIG____99___,58.07126713,-104.5427954,WCI,526972,6436735,496.1,449,ML 5463,CIGAR,29-Feb-1984,01-mars-84,WDG1_099,,P. Bruneton,J. Learn,Complete,,,NAD83_UTMZ13N_LEGACY,526972,6436735,496.1,074I02,DG1,L4+61E,L0+34N,NAD83_UTMZ13N,,
CIG___100___,58.07199398,-104.5326996,WCI,527567,6436820,496.8,457.5,ML 5463,CIGAR,02-mars-84,10-mars-84,WDG1_100,,,,Complete,,,NAD83_UTMZ13N_LEGACY,527567,6436820,496.8,074I02,DG1,L10+55E,L1+18N,NAD83_UTMZ13N,,
CIG___101___,58.07108817,-104.555681,WCI,526212,6436710,464.4,294.1,ML 5463,CIGAR,11-mars-84,11-mars-84,WDG1_101,,D. Laidlaw,D. Laidlaw,Complete,,,NAD83_UTMZ13N_LEGACY,526212,6436710,464.4,074I02,DG1,L3+00W,L0+09N,NAD83_UTMZ13N,,
CIG___101_A_,58.07105661,-104.5555715,WCI,526218.479,6436706.529,464.4,450.7,ML 5463,CIGAR,12-mars-84,18-mars-84,WDG1_101A,,D.Chainey,D.Chainey,Complete,,,NAD83_UTMZ13N_LEGACY,526218.479,6436706.529,464.4,074I02,DG1,L3+00W,L0+09N,NAD83_UTMZ13N,,
CIG___102___,58.07178831,-104.5428566,WCI,526968,6436793,496.2,460.6,ML 5463,CIGAR,13-mars-84,21-mars-84,WDG1_102,,J. Learn,D. Laidlaw,Complete,,U low flux probe data from WDG1-102 neural log,NAD83_UTMZ13N_LEGACY,526968,6436793,496.2,074I02,DG1,L4+56E,L0+92N,NAD83_UTMZ13N,,
CIG___103___,58.07135114,-104.536217,WCI,527360,6436747,483.1,452,ML 5463,CIGAR,11-mars-84,18-mars-84,WDG1_103,,D. Laidlaw,G. Breton,Complete,,U low flux probe data from WDG1-103 neural log.,NAD83_UTMZ13N_LEGACY,527360,6436747,483.1,074I02,DG1,L8+49E,L0+45N,NAD83_UTMZ13N,,
CIG___104___,58.07050963,-104.55558,WCI,526218.379,6436645.629,464.6,446.8,ML 5463,CIGAR,18-mars-84,25-mars-84,WDG1_104,,D.Chainey,J. Learn,Complete,,U low flux probe data from WDG1-104 neural log.,NAD83_UTMZ13N_LEGACY,526218.379,6436645.629,464.6,074I02,DG1,L3+00W,L0+52S,NAD83_UTMZ13N,,
CIG___105___,58.0710608,-104.5428659,WCI,526968,6436712,495.1,472.8,ML 5463,CIGAR,22-mars-84,03-Apr-1984,WDG1_105,,D. Laidlaw,J. Learn,Complete,,U low flux probe data from WDG1-105 neural log,NAD83_UTMZ13N_LEGACY,526968,6436712,495.1,074I02,DG1,L4+57E,L0+10N,NAD83_UTMZ13N,,
CIG___106___,58.07166525,-104.5361452,WCI,527364,6436782,481.6,436.2,ML 5463,CIGAR,12-mars-84,25-mars-84,WDG1_106,,G. Breton,G. Breton,Complete,,U low flux probe data from WDG1-106 neural log.,NAD83_UTMZ13N_LEGACY,527364,6436782,481.6,074I02,DG1,L8+53E,L0+80N,NAD83_UTMZ13N,,
CIG___107___,58.07147411,-104.5354526,WCI,527405,6436761,482.3,436.6,ML 5463,CIGAR,20-mars-84,01-Apr-1984,WDG1_107,,P. Bruneton,P. Bruneton,Complete,,,NAD83_UTMZ13N_LEGACY,527405,6436761,482.3,074I02,DG1,L8+94E,L0+60N,NAD83_UTMZ13N,,
CIG___108___,58.07025898,-104.5555645,WCI,526219.479,6436617.729,464.7,440.8,ML 5463,CIGAR,25-mars-84,02-Apr-1984,WDG1_108,,P. Bruneton,J. Learn,Complete,,,NAD83_UTMZ13N_LEGACY,526219.479,6436617.729,464.7,074I02,DG1,L2+99W,L0+80S,NAD83_UTMZ13N,,
CIG___109___,58.07117108,-104.5361007,WCI,527367,6436727,483.9,461.5,ML 5463,CIGAR,26-mars-84,02-Apr-1984,WDG1_109,,D. Laidlaw,J. Learn,Complete,,,NAD83_UTMZ13N_LEGACY,527367,6436727,483.9,074I02,DG1,L8+54E,L0+25N,NAD83_UTMZ13N,,
CIG___110___,58.07176982,-104.5402123,WCI,527124,6436792,491.6,454.5,ML 5463,CIGAR,05-Apr-1984,06-Apr-1984,WDG1_110,,J. Learn,P. Bruneton,Complete,,Contaminated hole from 433 to approximately 300m. The gamma plot is only representative between 435.2 to end of hle and from 300m to top of hole. From 300-435.2m data has been removed. Very poor correlation between gamma values and low-flux values.,NAD83_UTMZ13N_LEGACY,527124,6436792,491.6,074I02,DG1,L6+11E,L0+91N,NAD83_UTMZ13N,,
CIG___111___,58.07142631,-104.5396064,WCI,527160,6436754,488.3,472.8,ML 5463,CIGAR,05-Apr-1984,14-Apr-1984,WDG1_111,,D.Chainey,D.Chainey,Complete,,Gamma values from 473-439m range from 2000-10000cps and is not refected in the low flux values (which are approximately 20cps). These gamma counts are also not reflected in the gamma log.,NAD83_UTMZ13N_LEGACY,527160,6436754,488.3,074I02,DG1,L6+48E,L0+53N,NAD83_UTMZ13N,,
CIG___112___,58.07181232,-104.5370671,WCI,527309.5,6436798,483.6,459.6,ML 5463,CIGAR,02-Apr-1984,10-Apr-1984,WDG1_112,,D.Chainey,D.Chainey,Complete,,Contaminated hole-pitchblende filling fractures between 388.2-389.5m and 408.8-415.75m. So the peaks found on the gamma and ST22-2T between those intervals are unreal.,NAD83_UTMZ13N_LEGACY,527309.5,6436798,483.6,074I02,DG1,L7+97E,L0+97N,NAD83_UTMZ13N,,
CIG___113___,58.07165349,-104.5353825,WCI,527409,6436781,481.5,444.1,ML 5463,CIGAR,01-Apr-1984,10-Apr-1984,WDG1_113,,,,Complete,,Contaminated hole-pitchblende filling the fractures between 352.3-355.3m 365.25-377.25m and 400.25-403.2m. Radiometric peaks within these intervals were not found in core.,NAD83_UTMZ13N_LEGACY,527409,6436781,481.5,074I02,DG1,L8+96E,L0+80N,NAD83_UTMZ13N,,
CIG___114___,58.07142857,-104.5402336,WCI,527123,6436754,490.4,448.4,ML 5463,CIGAR,01-Apr-1984,02-Apr-1984,WDG1_114,,R. McFayden,G. Gudmunson,Complete,,,NAD83_UTMZ13N_LEGACY,527123,6436754,490.4,074I02,DG1,L6+11E,L0+52N,NAD83_UTMZ13N,,
CIG___115___,58.07140534,-104.5387761,WCI,527209,6436752,489.1,462.4,ML 5463,CIGAR,15-Apr-1984,18-Apr-1984,WDG1_115,,J. Beaudin,J. Beaudin,Complete,,,NAD83_UTMZ13N_LEGACY,527209,6436752,489.1,074I02,DG1,L6+96E,L0+50N,NAD83_UTMZ13N,,
CIG___116___,58.07198319,-104.5371243,WCI,527306,6436817,481.4,472.5,ML 5463,CIGAR,11-Apr-1984,18-Apr-1984,WDG1_116,,,,Complete,,,NAD83_UTMZ13N_LEGACY,527306,6436817,481.4,074I02,DG1,L7+96E,L1+17N,NAD83_UTMZ13N,,
CIG___117___,58.07184211,-104.53538,WCI,527409,6436802,481.4,449.9,ML 5463,CIGAR,01-juin-84,07-juin-84,WDG1_117,,,J. Learn,Complete,,,NAD83_UTMZ13N_LEGACY,527409,6436802,481.4,074I02,DG1,L8+96E,L1+00N,NAD83_UTMZ13N,,
CIG___118___,58.07146213,-104.5370971,WCI,527308,6436759,485.4,242.9,ML 5463,CIGAR,07-juin-84,08-juin-84,WDG1_118,,D. Laidlaw,D. Laidlaw,Complete,,Stratapax drilling from 54m.  Hole abandoned at 242.9m due to hole instability.  Wedged and cemented at 200m and recommenced drilling WDG1-118A.,NAD83_UTMZ13N_LEGACY,527308,6436759,485.4,074I02,DG1,L7+99E,L0+57N,NAD83_UTMZ13N,,
CIG___118_A_,58.07146213,-104.5370971,WCI,527308,6436759,485.4,457.8,ML 5463,CIGAR,08-juin-84,13-juin-84,WDG1_118A,,D. Laidlaw,D. Laidlaw,Complete,Wedged continuation of WDG1-118.,,NAD83_UTMZ13N_LEGACY,527308,6436759,485.4,074I02,DG1,L7+99E,L0+57N,NAD83_UTMZ13N,,
CIG___119___,58.07126472,-104.5371505,WCI,527305,6436737,485.9,473.1,ML 5463,CIGAR,19-juin-84,27-juin-84,WDG1_119,,J. Beaudin,D.Chainey,Complete,,,NAD83_UTMZ13N_LEGACY,527305,6436737,485.9,074I02,DG1,L7+95E,L0+35N,NAD83_UTMZ13N,,
CIG___120___,58.07196754,-104.5402437,WCI,527122,6436814,492.9,470,ML 5463,CIGAR,05-juin-84,14-juin-84,WDG1_120,,D.Chainey,D.Chainey,Complete,,,NAD83_UTMZ13N_LEGACY,527122,6436814,492.9,074I02,DG1,L6+10E,L1+13N,NAD83_UTMZ13N,,
CIG___121___,58.07123481,-104.5388122,WCI,527207,6436733,489.5,470,ML 5463,CIGAR,20-juin-84,27-juin-84,WDG1_121,,,,Complete,,,NAD83_UTMZ13N_LEGACY,527207,6436733,489.5,074I02,DG1,L6+95E,L0+31N,NAD83_UTMZ13N,,
CIG___122___,58.0732203,-104.5242751,WCI,528063,6436960,458,471.5,ML 5463,CIGAR EAST,20-juin-84,20-juin-84,WDG1_122,,J. Beaudin,J. Beaudin,Complete,,Hole relogged in summer 2006-entered into geology table.  All other tables entered with data from original log.  Fracture density corresponds to recorded fracture orientations in original log.  Thus fracture densities may not correspond to original geology.,NAD83_UTMZ13N_LEGACY,528063,6436960,458,074I02,DG1,L15+50E,L2+59N,NAD83_UTMZ13N,,
CIG___123___,58.07144109,-104.5337918,WCI,527503,6436758,495.2,454.8,ML 5463,CIGAR,16-juin-84,21-juin-84,WDG1_123,,J. Beaudin,J. Learn,Complete,,,NAD83_UTMZ13N_LEGACY,527503,6436758,495.2,074I02,DG1,L9+92E,L0+57N,NAD83_UTMZ13N,,
CIG___124___,58.07193532,-104.5387862,WCI,527208,6436811,487.6,465.1,ML 5463,CIGAR,13-juin-84,20-juin-84,WDG1_124,,D.Chainey,D.Chainey,Complete,,,NAD83_UTMZ13N_LEGACY,527208,6436811,487.6,074I02,DG1,L6+95E,L1+9N,NAD83_UTMZ13N,,
CIG___125___,58.07002408,-104.5590492,WCI,526014.079,6436590.229,465.2,473.1,ML 5463,CIGAR,14-juin-84,21-juin-84,WDG1_125,,J. Beaudin,J. Beaudin,Complete,,,NAD83_UTMZ13N_LEGACY,526014.079,6436590.229,465.2,074I02,DG1,L5+4W,L1+7S,NAD83_UTMZ13N,,
CIG___126___,58.07159366,-104.5337559,WCI,527505,6436775,493.7,465.9,ML 5463,CIGAR,22-juin-84,29-juin-84,WDG1_126,,D. Laidlaw,D. Laidlaw,Complete,,,NAD83_UTMZ13N_LEGACY,527505,6436775,493.7,074I02,DG1,L9+93E,L0+74N,NAD83_UTMZ13N,,
CIG___127___,58.07052889,-104.5590531,WCI,526013.479,6436646.429,467.1,443.5,ML 5463,CIGAR,21-juin-84,21-juin-84,WDG1_127,,D.Chainey,D.Chainey,Complete,,,NAD83_UTMZ13N_LEGACY,526013.479,6436646.429,467.1,074I02,DG1,L5+5W,L0+51S,NAD83_UTMZ13N,,
CIG___128___,58.07105825,-104.539662,WCI,527157,6436713,489.6,470.9,ML 5463,CIGAR,27-juin-84,03-juil-84,WDG1_128,,D. Laidlaw,D. Laidlaw,Complete,,,NAD83_UTMZ13N_LEGACY,527157,6436713,489.6,074I02,DG1,L6+45E,L0+12N,NAD83_UTMZ13N,,
